(55.619999999999997, 208.42999999999998)
(56.621386138613857, 206.33302816664036)
(57.622772277227718, 204.23605633328069)
(58.624158415841585, 202.13908449992104)
(59.625544554455445, 200.04211266656139)
(60.626930693069305, 197.94514083320175)
(61.628316831683165, 195.8481689998421)
(62.629702970297025, 193.75119716648246)
(63.631089108910885, 191.65422533312281)
(64.632475247524752, 189.55725349976314)
(65.633861386138619, 187.46028166640349)
(66.635247524752472, 185.36330983304384)
(67.636633663366339, 183.2663379996842)
(68.638019801980192, 181.16936616632455)
(69.63940594059406, 179.0723943329649)
(70.640792079207912, 176.97542249960526)
(71.64217821782178, 174.87845066624561)
(72.643564356435633, 172.78147883288597)
(73.6449504950495, 170.68450699952632)
(74.646336633663367, 168.58753516616667)
(75.647722772277234, 166.490563332807)
(76.649108910891087, 164.39359149944738)
(77.65049504950494, 162.29661966608774)
(78.651881188118807, 160.19964783272809)
(79.653267326732674, 158.10267599936842)
(80.654653465346527, 156.0057041660088)
(81.656039603960394, 153.90873233264912)
(82.657425742574247, 151.81176049928951)
(83.658811881188115, 149.71478866592986)
(84.660198019801982, 147.61781683257021)
(85.661584158415835, 145.52084499921057)
(86.662970297029702, 143.42387316585092)
(87.664356435643555, 141.32690133249127)
(88.665742574257422, 139.22992949913163)
(89.667128712871289, 137.13295766577193)
(90.668514851485156, 135.03598583241228)
(91.669900990099009, 132.93901399905263)
(92.671287128712862, 130.84204216569304)
(93.672673267326729, 128.74507033233337)
(94.674059405940596, 126.64809849897372)
(95.675445544554464, 124.55112666561406)
(96.676831683168317, 122.45415483225443)
(97.678217821782169, 120.35718299889479)
(98.679603960396037, 118.26021116553514)
(99.680990099009904, 116.16323933217546)
(100.68237623762376, 114.06626749881583)
(101.68376237623762, 111.96929566545617)
(102.68514851485148, 109.87232383209653)
(103.68653465346534, 107.77535199873689)
(104.68792079207921, 105.67838016537722)
(105.68930693069306, 103.5814083320176)
(106.69069306930693, 101.48443649865793)
(107.69207920792078, 99.38746466529831)
(108.69346534653465, 97.29049283193865)
(109.69485148514852, 95.19352099857899)
(110.69623762376237, 93.096549165219358)
(111.69762376237622, 108.96297854785351)
(112.69900990099009, 174.08089383938312)
(113.70039603960396, 184.01498433476698)
(114.70178217821783, 182.58595745529078)
(115.70316831683168, 181.15693057581461)
(116.70455445544553, 179.72790369633839)
(117.7059405940594, 178.29887681686219)
(118.70732673267327, 176.86984993738599)
(119.70871287128713, 175.44082305790977)
(120.710099009901, 174.01179617843357)
(121.71148514851484, 172.58276929895737)
(122.71287128712871, 171.15374241948118)
(123.71425742574257, 169.72471554000495)
(124.71564356435644, 168.29568866052875)
(125.71702970297031, 166.86666178105256)
(126.71841584158415, 165.43763490157642)
(127.71980198019801, 164.00860802210019)
(128.72118811881188, 162.57958114262399)
(129.72257425742575, 161.1505542631478)
(130.72396039603962, 159.72152738367157)
(131.72534653465345, 158.2925005041954)
(132.72673267326732, 156.86347362471918)
(133.72811881188119, 155.43444674524298)
(134.72950495049506, 154.00541986576678)
(135.73089108910892, 152.57639298629056)
(136.73227722772276, 151.14736610681439)
(137.73366336633663, 149.71833922733819)
(138.7350495049505, 148.28931234786199)
(139.73643564356436, 146.86028546838577)
(140.7378217821782, 145.4312585889096)
(141.73920792079207, 144.00223170943343)
(142.74059405940594, 142.57320482995721)
(143.7419801980198, 141.14417795048098)
(144.74336633663367, 139.71515107100478)
(145.74475247524751, 138.28612419152861)
(146.74613861386138, 136.85709731205239)
(147.74752475247524, 135.42807043257619)
(148.74891089108911, 133.99904355309999)
(149.75029702970298, 132.5700166736238)
(150.75168316831682, 131.14098979414763)
(151.75306930693068, 129.7119629146714)
(152.75445544554455, 128.28293603519521)
(153.75584158415842, 126.85390915571901)
(154.75722772277229, 125.42488227624278)
(155.75861386138612, 123.42415893467081)
(156.75999999999999, 121.1388995633188)
(157.76138613861386, 118.8536401919668)
(158.76277227722773, 116.56838082061481)
(159.76415841584159, 114.28312144926281)
(160.76554455445543, 111.99786207791087)
(161.7669306930693, 109.7126027065589)
(162.76831683168317, 107.42734333520688)
(163.76970297029703, 105.14208396385489)
(164.7710891089109, 102.85682459250287)
(165.77247524752474, 100.57156522115095)
(166.77386138613861, 98.872655125761)
(167.77524752475247, 99.098122501691151)
(168.77663366336634, 99.323589877621288)
(169.77801980198021, 99.549057253551439)
(170.77940594059405, 99.774524629481562)
(171.78079207920791, 99.999992005411713)
(172.78217821782178, 100.22545938134185)
(173.78356435643565, 103.39443188054257)
(174.78495049504951, 107.28803760254934)
(175.78633663366335, 111.18164332455602)
(176.78772277227722, 115.0752490465628)
(177.78910891089109, 118.96885476856959)
(178.79049504950495, 122.86246049057635)
(179.79188118811882, 126.75606621258315)
(180.79326732673266, 130.64967193458983)
(181.79465346534653, 134.54327765659659)
(182.79603960396039, 138.4368833786034)
(183.79742574257426, 142.33048910061018)
(184.79881188118813, 146.22409482261696)
